textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
4700be3234,just got up and updated my ipod,just got up and updated my ipod,neutral,noon,21-30,Belgium,11589623,30280,383
e5c6a6bb5a, yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!,HAHAHA,positive,night,31-45,Belize,397628,22810,17
4f84bea1cc, We never miss ICarly - my son has a huge crush on Miranda,crush,positive,morning,46-60,Benin,12123200,112760,108
4c73ad2888,Saw James carville in the store today. His head is really that bald,Saw James carville in the store today. His head is really that bald,neutral,noon,60-70,Bhutan,771608,3.81E+04,20
2dcd8766a8,yellow for   ? http://blip.fm/~5z05g,yellow for   ? http://blip.fm/~5z05g,neutral,night,70-100,Bolivia,11673021,1083300,11
234093bef1, which means you`re just going to have to come back to vancouver and have it our way! hahah,which means you`re just going to have to come back to vancouver and have it our way! hahah,neutral,morning,0-20,Bosnia and Herzegovina,3280819,51000,64
ca832cad51,Feeling smooth like chrome,Feeling smooth,positive,noon,21-30,Botswana,2351627,566730,4
a8734230b6,Ew traffic,Ew traffic,negative,night,31-45,Brazil,212559417,8358140,25
0b5c2a7d7c,"downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol","downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",neutral,morning,46-60,Brunei,437479,5270,83
e70d294d95,@_Ra_Ra_ your not alone...i need coffee too.,your not alone...i need coffee too.,neutral,noon,60-70,Bulgaria,6948445,108560,64
f84b89a828, Sounds like me,Sounds like me,neutral,night,70-100,Burkina Faso,20903273,273600,76
ee37bea884,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,neutral,morning,0-20,Burundi,11890784,25680,463
242d92151a,Walking to class. I hate not having a bike....especially mine.,I hate not having a bike..,negative,noon,21-30,C�te d'Ivoire,26378274,318000,83
f3a77c2b5e,_nesmith,_nesmith,neutral,night,31-45,Cabo Verde,555987,4.03E+03,138
1d6411e9dd,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",This is worse than taxes.,negative,morning,46-60,Cambodia,16718965,176520,95
151c10cc39,"JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,",JONAS BROTHERS - Live to party.                It`s rocking so hard,positive,noon,60-70,Cameroon,26545863,472710,56
7b1927e748,happy mother`s day to all the mothers in the world.,happy,positive,night,70-100,Canada,37742154,9093510,4
9a6f4d05d5,"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc",would love to test it though.,positive,morning,0-20,Central African Republic,4829767,622980,8
0cb4504f2c,Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!,Fun night!,positive,noon,21-30,Chad,16425864,1259200,13
ae21c1ac38,The exception for a short dude: Larenz fineass Tate yum,The exception for a short dude: Larenz fineass Tate yum,neutral,night,31-45,Chile,19116201,743532,26
8f3e73cf09,"Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.",I thought Wolverine was awesome.,positive,morning,46-60,China,1439323776,9388211,153
c7489a23fa,"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",Hopefully,positive,noon,60-70,Colombia,50882891,1109500,46
148ac38bea, Yes i work 6 to 3...,Yes i work 6 to 3...,neutral,night,70-100,Comoros,869601,1861,467
641555ac70," Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is","Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is",neutral,morning,0-20,Congo (Congo-Brazzaville),5518087,3.42E+05,16
4bda359cbb,Done at the spa   now meeting vic for some late lunch!,Done at the spa   now meeting vic for some late lunch!,neutral,noon,21-30,Costa Rica,5094118,51060,100
ed084a1fa7,Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,Happy,positive,night,31-45,Croatia,4105267,55960,73
1af124bc1c, Always have wanted to go to Oz,Always have wanted to go to Oz,neutral,morning,46-60,Cuba,11326616,106440,106
e98226e842, Thx,Thx,neutral,noon,60-70,Cyprus,1207359,9240,131
85ec413e54, http://twitpic.com/4jaz5 - Cool... luv it,luv,positive,night,70-100,Czechia (Czech Republic),10708981,77240,139
7df7221145,  that`s why I need to be there...To represent the Blackberries,that`s why I need to be there,positive,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40
0ab8f9c4bc,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,neutral,noon,21-30,Denmark,5792202,42430,137
06cad97de6, If only we could ever actually be allowed to stay here and do that,If only we could ever actually be allowed to stay here and do that,neutral,night,31-45,Djibouti,988000,23180,43
37f6bd5ac5, Let me know how that turns out!!,Let me know how that turns out!!,neutral,morning,46-60,Dominica,71986,750,96
9bef0d7135, was that sass I detect?  As long as it isn`t back sass! Haha,was that sass I detect?  As long as it isn`t back sass! Haha,neutral,noon,60-70,Dominican Republic,10847910,4.83E+04,225
7436ec1a2c," yeah I was thinking about that ,ahaha",",ahaha",positive,night,70-100,Ecuador,17643054,248360,71
cf10e9309a, Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,neutral,morning,0-20,Egypt,102334404,995450,103
ce69e99e71,I`m not sleeping at all until  accepts my appology,I`m not sleeping at all un,negative,noon,21-30,El Salvador,6486205,20720,313
6402e14398,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??","Seriously,",negative,night,31-45,Equatorial Guinea,1402985,28050,50
914c40995f," I live for pain, bring it on","I live for pain, bring it on",neutral,morning,46-60,Eritrea,3546421,101000,35
258f37341e,"okay, i`m out for a while  back later!","okay, i`m out for a while  back later!",neutral,noon,60-70,Estonia,1326535,42390,31
77ba0fee75,  #powerblog What is this powerblog challenge you keep talking about?  I`m a newbie follower,g What is this powerblog challenge you keep talking about?  I`m a newbie followe,neutral,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
96a4ce0d47,almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,died.,positive,morning,0-20,Ethiopia,114963588,1000000,115
5bcc50c275,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,neutral,noon,21-30,Fiji,896445,18270,49
c5645758be,"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??",not going to well!,negative,night,31-45,Finland,5540720,3.04E+05,18
7e3c091fc2,going to shower because i don`t want to smell at school tomorrow,going to shower because i don`t want to smell at school tomorrow,neutral,morning,46-60,France,65273511,547557,119
869bb56451, Sigh... you know I am...,Sigh... you know I am...,neutral,noon,60-70,Gabon,2225734,257670,9
09ad12cc5c,"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",hopefully,positive,night,70-100,Gambia,2416668,10120,239
251aa82551,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,neutral,morning,0-20,Georgia,3989167,69490,57
8e0a0ffbe1,just got home from work.... and is chugging down a big bottle of apple juice.,just got home from work.... and is chugging down a big bottle of apple juice.,neutral,noon,21-30,Germany,83783942,348560,240
799f65f193, Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,g harmed,negative,night,31-45,Ghana,31072940,227540,137
d06582e26d,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,what an amazing day.,positive,morning,46-60,Greece,10423054,128900,81
dbe1d16b29, it was only once for my big brother...and I`m done now,it was only once for my big brother...and I`m done now,neutral,noon,60-70,Grenada,112523,340,331
7809dd704a,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,neutral,night,70-100,Guatemala,17915568,107160,167
97334eb7c0,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning","Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",positive,morning,0-20,Guinea,13132795,2.46E+05,53
e1546f901a,FTSK and Mercy Mercedes were amazing tonight.. as always,were amazing tonight..,positive,noon,21-30,Guinea-Bissau,1968001,28120,70
2ece7f3810,  hope he is ok!,hope,positive,night,31-45,Guyana,786552,196850,4
ba309a37d1,can`t school just be done already? it hurts too much... seeing him every day,it hurts too much...,positive,morning,46-60,Haiti,11402528,27560,414
84ca20505a,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?","I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",neutral,noon,60-70,Holy See,801,0,2003
de8c4c410d, Hell Yeah!,Hell Yeah!,neutral,night,70-100,Honduras,9904607,111890,89
e33d5ceea2, HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,neutral,morning,0-20,Hungary,9660351,90530,107
394881b7d0, i know!!,i know!!,neutral,noon,21-30,Iceland,341243,100250,3
52d8be9124, huh what the ****? Smelly? Noooo. I love alex Vixon,huh what the ****? Smelly? Noooo. I love alex Vixon,neutral,night,31-45,India,1380004385,2973190,464
dabe649ee3,"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",GREAT,positive,morning,46-60,Indonesia,273523615,1811570,151
2a5bb8d827," Happy b-day! Just woke up on this side of Earth, so wishes are bit late",Happy b-day!,positive,noon,60-70,Iran,83992949,1.63E+06,52
dbbbbe6059,"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",thank,positive,night,70-100,Iraq,40222493,434320,93
894e188d01,HAPPY MOTHERS DAY.!,HAPPY,positive,morning,0-20,Ireland,4937786,68890,72
a91ca2ffae," *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",glad,positive,noon,21-30,Israel,8655535,21640,400
89d5b3f0b5,  Thanks,Thanks,positive,night,31-45,Italy,60461826,294140,206
fe0abe1754,twittering after 2 days!,twittering after 2 days!,neutral,morning,46-60,Jamaica,2961167,10830,273
1b6380b1b3,Getting ready for week  Its too nice today to be stuck inside working!,Its too nice,positive,noon,60-70,Japan,126476461,364555,347
02c004bc2d,I am tres depressed,depressed,negative,night,70-100,Jordan,10203134,88780,115
b4d5f1e13e,"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",sick.,negative,morning,0-20,Kazakhstan,18776707,2699700,7
80481307d5,Happy Mothers Day people. i love my mom a lot still,Happy Mothers Day people. i love my mom a lot still,positive,noon,21-30,Kenya,53771296,569140,94
05a0e60f99, I`m sorry to hear that.,sorry,negative,night,31-45,Kiribati,119449,8.10E+02,147
e3cc598980," That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",", he was soooo friendly.",positive,morning,46-60,Kuwait,4270571,17820,240
a2cf6cc397," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",happy,positive,noon,60-70,Kyrgyzstan,6524195,191800,34
53e78f3f89,Is getting the hang of Twitter.,Is getting the hang of Twitter.,neutral,night,70-100,Laos,7275560,230800,32
ba83f744d8,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,negative,morning,0-20,Latvia,1886198,62200,30
2dd0cddb70,I want it BACK NOW!: http://bit.ly/PP1WZ,I want it BACK NOW!:,neutral,noon,21-30,Lebanon,6825445,10230,667
e3a1b65ef3,Going to miss my roomie ... We will no longer be roomies starting tomorrow,miss,negative,night,31-45,Lesotho,2142249,30360,71
7ae37ef593,"bathing with two little angels, Keyla and Janice.","bathing with two little angels, Keyla and Janice.",neutral,morning,46-60,Liberia,5057681,96320,53
73fa7068a2," Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",chocked,negative,noon,60-70,Libya,6871292,1759540,4
f5b15be6f6, HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,neutral,night,70-100,Liechtenstein,38128,160,238
68bda81bb9,"Family is here,hanging with them","Family is here,hanging with them",neutral,morning,0-20,Lithuania,2722289,6.27E+04,43
59e77db781,Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,.it`s gorgeous out!,positive,noon,21-30,Luxembourg,625978,2590,242
